LAUS Code,State,County,County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
CN4210900000000,42,109,"Snyder County, PA",Oct-22,19795,19252,543,2.70000000
CN4211100000000,42,111,"Somerset County, PA",Oct-22,32052,30859,1193,3.70000000
CN4211300000000,42,113,"Sullivan County, PA",Oct-22,2503,2414,89,3.60000000
CN4211500000000,42,115,"Susquehanna County, PA",Oct-22,20488,19890,598,2.90000000
CN4211700000000,42,117,"Tioga County, PA",Oct-22,19088,18414,674,3.50000000
CN4211900000000,42,119,"Union County, PA",Oct-22,19818,19308,510,2.60000000
CN4212100000000,42,121,"Venango County, PA",Oct-22,20937,20150,787,3.80000000
CN4212300000000,42,123,"Warren County, PA",Oct-22,17437,16831,606,3.50000000
CN4212500000000,42,125,"Washington County, PA",Oct-22,105736,102180,3556,3.40000000
CN4212700000000,42,127,"Wayne County, PA",Oct-22,22255,21437,818,3.70000000
CN4212900000000,42,129,"Westmoreland County, PA",Oct-22,177277,171523,5754,3.20000000
CN4213100000000,42,131,"Wyoming County, PA",Oct-22,13521,13039,482,3.60000000
CN4213300000000,42,133,"York County, PA",Oct-22,239904,233285,6619,2.80000000
CN4400100000000,44,001,"Bristol County, RI",Oct-22,26862,26167,695,2.60000000
CN4400300000000,44,003,"Kent County, RI",Oct-22,94918,92096,2822,3.00000000
CN4400500000000,44,005,"Newport County, RI",Oct-22,45629,44402,1227,2.70000000
CN4400700000000,44,007,"Providence County, RI",Oct-22,339279,326927,12352,3.60000000
CN4400900000000,44,009,"Washington County, RI",Oct-22,70953,69037,1916,2.70000000
CN4500100000000,45,001,"Abbeville County, SC",Oct-22,9542,9147,395,4.10000000
CN4500300000000,45,003,"Aiken County, SC",Oct-22,73381,70862,2519,3.40000000
CN4500500000000,45,005,"Allendale County, SC",Oct-22,2220,2074,146,6.60000000
CN4500700000000,45,007,"Anderson County, SC",Oct-22,92047,89068,2979,3.20000000
CN4500900000000,45,009,"Bamberg County, SC",Oct-22,4586,4286,300,6.50000000
CN4501100000000,45,011,"Barnwell County, SC",Oct-22,7484,7095,389,5.20000000
CN4501300000000,45,013,"Beaufort County, SC",Oct-22,75816,73297,2519,3.30000000
CN4501500000000,45,015,"Berkeley County, SC",Oct-22,111539,107694,3845,3.40000000
CN4501700000000,45,017,"Calhoun County, SC",Oct-22,6339,6090,249,3.90000000
CN4501900000000,45,019,"Charleston County, SC",Oct-22,218568,212282,6286,2.90000000
CN4502100000000,45,021,"Cherokee County, SC",Oct-22,24671,23429,1242,5.00000000
CN4502300000000,45,023,"Chester County, SC",Oct-22,13586,12927,659,4.90000000
CN4502500000000,45,025,"Chesterfield County, SC",Oct-22,21199,20344,855,4.00000000
CN4502700000000,45,027,"Clarendon County, SC",Oct-22,11808,11267,541,4.60000000
CN4502900000000,45,029,"Colleton County, SC",Oct-22,15872,15281,591,3.70000000
CN4503100000000,45,031,"Darlington County, SC",Oct-22,28914,27797,1117,3.90000000
CN4503300000000,45,033,"Dillon County, SC",Oct-22,12893,12242,651,5.00000000
CN4503500000000,45,035,"Dorchester County, SC",Oct-22,80843,78226,2617,3.20000000
CN4503700000000,45,037,"Edgefield County, SC",Oct-22,10346,9939,407,3.90000000
CN4503900000000,45,039,"Fairfield County, SC",Oct-22,9108,8642,466,5.10000000
CN4504100000000,45,041,"Florence County, SC",Oct-22,64225,61910,2315,3.60000000
CN4504300000000,45,043,"Georgetown County, SC",Oct-22,25922,24921,1001,3.90000000
CN4504500000000,45,045,"Greenville County, SC",Oct-22,261614,253653,7961,3.00000000
CN4504700000000,45,047,"Greenwood County, SC",Oct-22,30002,28755,1247,4.20000000
CN4504900000000,45,049,"Hampton County, SC",Oct-22,7811,7580,231,3.00000000
CN4505100000000,45,051,"Horry County, SC",Oct-22,150157,144000,6157,4.10000000
CN4505300000000,45,053,"Jasper County, SC",Oct-22,13139,12723,416,3.20000000
CN4505500000000,45,055,"Kershaw County, SC",Oct-22,28967,27931,1036,3.60000000
CN4505700000000,45,057,"Lancaster County, SC",Oct-22,44240,42545,1695,3.80000000
CN4505900000000,45,059,"Laurens County, SC",Oct-22,30301,29205,1096,3.60000000
CN4506100000000,45,061,"Lee County, SC",Oct-22,6347,6005,342,5.40000000
CN4506300000000,45,063,"Lexington County, SC",Oct-22,149094,144692,4402,3.00000000
CN4506500000000,45,065,"McCormick County, SC",Oct-22,3441,3309,132,3.80000000
CN4506700000000,45,067,"Marion County, SC",Oct-22,12598,11888,710,5.60000000
CN4506900000000,45,069,"Marlboro County, SC",Oct-22,8409,7761,648,7.70000000
CN4507100000000,45,071,"Newberry County, SC",Oct-22,18924,18344,580,3.10000000
CN4507300000000,45,073,"Oconee County, SC",Oct-22,33952,32866,1086,3.20000000
CN4507500000000,45,075,"Orangeburg County, SC",Oct-22,32950,30982,1968,6.00000000
CN4507700000000,45,077,"Pickens County, SC",Oct-22,58430,56422,2008,3.40000000
CN4507900000000,45,079,"Richland County, SC",Oct-22,194363,187311,7052,3.60000000
CN4508100000000,45,081,"Saluda County, SC",Oct-22,8313,8051,262,3.20000000
CN4508300000000,45,083,"Spartanburg County, SC",Oct-22,156843,151497,5346,3.40000000
CN4508500000000,45,085,"Sumter County, SC",Oct-22,40899,39132,1767,4.30000000
CN4508700000000,45,087,"Union County, SC",Oct-22,11474,10830,644,5.60000000
CN4508900000000,45,089,"Williamsburg County, SC",Oct-22,10711,10142,569,5.30000000
CN4509100000000,45,091,"York County, SC",Oct-22,150375,145320,5055,3.40000000
CN4600300000000,46,003,"Aurora County, SD",Oct-22,1470,1442,28,1.90000000
CN4600500000000,46,005,"Beadle County, SD",Oct-22,9253,9075,178,1.90000000
CN4600700000000,46,007,"Bennett County, SD",Oct-22,1076,1042,34,3.20000000
CN4600900000000,46,009,"Bon Homme County, SD",Oct-22,2819,2766,53,1.90000000
CN4601100000000,46,011,"Brookings County, SD",Oct-22,19537,19108,429,2.20000000
CN4601300000000,46,013,"Brown County, SD",Oct-22,20129,19677,452,2.20000000
CN4601500000000,46,015,"Brule County, SD",Oct-22,2665,2610,55,2.10000000
CN4601700000000,46,017,"Buffalo County, SD",Oct-22,725,681,44,6.10000000
CN4601900000000,46,019,"Butte County, SD",Oct-22,5021,4915,106,2.10000000
CN4602100000000,46,021,"Campbell County, SD",Oct-22,779,756,23,3.00000000
CN4602300000000,46,023,"Charles Mix County, SD",Oct-22,3820,3725,95,2.50000000
CN4602500000000,46,025,"Clark County, SD",Oct-22,1932,1893,39,2.00000000
CN4602700000000,46,027,"Clay County, SD",Oct-22,7738,7553,185,2.40000000
CN4602900000000,46,029,"Codington County, SD",Oct-22,15952,15634,318,2.00000000
CN4603100000000,46,031,"Corson County, SD",Oct-22,1274,1235,39,3.10000000
CN4603300000000,46,033,"Custer County, SD",Oct-22,4237,4124,113,2.70000000
CN4603500000000,46,035,"Davison County, SD",Oct-22,11092,10884,208,1.90000000
CN4603700000000,46,037,"Day County, SD",Oct-22,2668,2599,69,2.60000000
CN4603900000000,46,039,"Deuel County, SD",Oct-22,2307,2250,57,2.50000000
CN4604100000000,46,041,"Dewey County, SD",Oct-22,2311,2170,141,6.10000000
CN4604300000000,46,043,"Douglas County, SD",Oct-22,1511,1483,28,1.90000000
CN4604500000000,46,045,"Edmunds County, SD",Oct-22,1997,1960,37,1.90000000
CN4604700000000,46,047,"Fall River County, SD",Oct-22,3128,3054,74,2.40000000
CN4604900000000,46,049,"Faulk County, SD",Oct-22,1092,1067,25,2.30000000
CN4605100000000,46,051,"Grant County, SD",Oct-22,4420,4335,85,1.90000000
CN4605300000000,46,053,"Gregory County, SD",Oct-22,2231,2189,42,1.90000000
CN4605500000000,46,055,"Haakon County, SD",Oct-22,1087,1062,25,2.30000000
CN4605700000000,46,057,"Hamlin County, SD",Oct-22,3591,3524,67,1.90000000
CN4605900000000,46,059,"Hand County, SD",Oct-22,1810,1780,30,1.70000000
CN4606100000000,46,061,"Hanson County, SD",Oct-22,1779,1737,42,2.40000000
CN4606300000000,46,063,"Harding County, SD",Oct-22,746,730,16,2.10000000
CN4606500000000,46,065,"Hughes County, SD",Oct-22,9914,9744,170,1.70000000
CN4606700000000,46,067,"Hutchinson County, SD",Oct-22,3608,3536,72,2.00000000
CN4606900000000,46,069,"Hyde County, SD",Oct-22,653,639,14,2.10000000
CN4607100000000,46,071,"Jackson County, SD",Oct-22,1217,1182,35,2.90000000
CN4607300000000,46,073,"Jerauld County, SD",Oct-22,1330,1309,21,1.60000000
CN4607500000000,46,075,"Jones County, SD",Oct-22,531,519,12,2.30000000
CN4607700000000,46,077,"Kingsbury County, SD",Oct-22,2903,2846,57,2.00000000
CN4607900000000,46,079,"Lake County, SD",Oct-22,6802,6654,148,2.20000000
CN4608100000000,46,081,"Lawrence County, SD",Oct-22,14264,13948,316,2.20000000
CN4608300000000,46,083,"Lincoln County, SD",Oct-22,38089,37451,638,1.70000000
CN4608500000000,46,085,"Lyman County, SD",Oct-22,1721,1673,48,2.80000000
CN4608700000000,46,087,"McCook County, SD",Oct-22,3153,3100,53,1.70000000
CN4608900000000,46,089,"McPherson County, SD",Oct-22,980,950,30,3.10000000
CN4609100000000,46,091,"Marshall County, SD",Oct-22,2476,2414,62,2.50000000
CN4609300000000,46,093,"Meade County, SD",Oct-22,14586,14259,327,2.20000000
CN4609500000000,46,095,"Mellette County, SD",Oct-22,747,724,23,3.10000000
CN4609700000000,46,097,"Miner County, SD",Oct-22,1225,1202,23,1.90000000
CN4609900000000,46,099,"Minnehaha County, SD",Oct-22,118266,116081,2185,1.80000000
CN4610100000000,46,101,"Moody County, SD",Oct-22,4031,3941,90,2.20000000
CN4610200000000,46,102,"Oglala Lakota County, SD",Oct-22,3859,3612,247,6.40000000
CN4610300000000,46,103,"Pennington County, SD",Oct-22,60033,58731,1302,2.20000000
CN4610500000000,46,105,"Perkins County, SD",Oct-22,1425,1393,32,2.20000000
CN4610700000000,46,107,"Potter County, SD",Oct-22,1040,1017,23,2.20000000
CN4610900000000,46,109,"Roberts County, SD",Oct-22,4728,4604,124,2.60000000
CN4611100000000,46,111,"Sanborn County, SD",Oct-22,1207,1179,28,2.30000000
CN4611500000000,46,115,"Spink County, SD",Oct-22,3002,2937,65,2.20000000
CN4611700000000,46,117,"Stanley County, SD",Oct-22,1925,1891,34,1.80000000
CN4611900000000,46,119,"Sully County, SD",Oct-22,816,800,16,2.00000000
CN4612100000000,46,121,"Todd County, SD",Oct-22,3021,2908,113,3.70000000
CN4612300000000,46,123,"Tripp County, SD",Oct-22,3127,3072,55,1.80000000
CN4612500000000,46,125,"Turner County, SD",Oct-22,4830,4738,92,1.90000000
CN4612700000000,46,127,"Union County, SD",Oct-22,8676,8457,219,2.50000000
CN4612900000000,46,129,"Walworth County, SD",Oct-22,2109,2038,71,3.40000000
CN4613500000000,46,135,"Yankton County, SD",Oct-22,11681,11448,233,2.00000000
CN4613700000000,46,137,"Ziebach County, SD",Oct-22,956,917,39,4.10000000
CN4700100000000,47,001,"Anderson County, TN",Oct-22,35284,34103,1181,3.30000000
CN4700300000000,47,003,"Bedford County, TN",Oct-22,20972,20236,736,3.50000000
CN4700500000000,47,005,"Benton County, TN",Oct-22,6605,6319,286,4.30000000
CN4700700000000,47,007,"Bledsoe County, TN",Oct-22,4289,4060,229,5.30000000
CN4700900000000,47,009,"Blount County, TN",Oct-22,65534,63542,1992,3.00000000
CN4701100000000,47,011,"Bradley County, TN",Oct-22,49653,47893,1760,3.50000000
CN4701300000000,47,013,"Campbell County, TN",Oct-22,14962,14358,604,4.00000000
CN4701500000000,47,015,"Cannon County, TN",Oct-22,6868,6662,206,3.00000000
CN4701700000000,47,017,"Carroll County, TN",Oct-22,11107,10657,450,4.10000000
CN4701900000000,47,019,"Carter County, TN",Oct-22,24025,23153,872,3.60000000
CN4702100000000,47,021,"Cheatham County, TN",Oct-22,22640,22056,584,2.60000000
CN4702300000000,47,023,"Chester County, TN",Oct-22,8405,8143,262,3.10000000
CN4702500000000,47,025,"Claiborne County, TN",Oct-22,12764,12282,482,3.80000000
CN4702700000000,47,027,"Clay County, TN",Oct-22,2705,2585,120,4.40000000
CN4702900000000,47,029,"Cocke County, TN",Oct-22,14204,13544,660,4.60000000
CN4703100000000,47,031,"Coffee County, TN",Oct-22,24582,23745,837,3.40000000
CN4703300000000,47,033,"Crockett County, TN",Oct-22,6762,6551,211,3.10000000
CN4703500000000,47,035,"Cumberland County, TN",Oct-22,21972,21023,949,4.30000000
CN4703700000000,47,037,"Davidson County, TN",Oct-22,412821,401187,11634,2.80000000
CN4703900000000,47,039,"Decatur County, TN",Oct-22,4123,3921,202,4.90000000
CN4704100000000,47,041,"DeKalb County, TN",Oct-22,7672,7381,291,3.80000000
CN4704300000000,47,043,"Dickson County, TN",Oct-22,27917,27095,822,2.90000000
CN4704500000000,47,045,"Dyer County, TN",Oct-22,15574,14965,609,3.90000000
CN4704700000000,47,047,"Fayette County, TN",Oct-22,19260,18595,665,3.50000000
CN4704900000000,47,049,"Fentress County, TN",Oct-22,7396,7117,279,3.80000000
CN4705100000000,47,051,"Franklin County, TN",Oct-22,19164,18503,661,3.40000000
CN4705300000000,47,053,"Gibson County, TN",Oct-22,20820,20052,768,3.70000000
CN4705500000000,47,055,"Giles County, TN",Oct-22,14438,13951,487,3.40000000
CN4705700000000,47,057,"Grainger County, TN",Oct-22,9763,9383,380,3.90000000
CN4705900000000,47,059,"Greene County, TN",Oct-22,27711,26603,1108,4.00000000
CN4706100000000,47,061,"Grundy County, TN",Oct-22,5066,4846,220,4.30000000
CN4706300000000,47,063,"Hamblen County, TN",Oct-22,27948,26941,1007,3.60000000
CN4706500000000,47,065,"Hamilton County, TN",Oct-22,181909,175607,6302,3.50000000
CN4706700000000,47,067,"Hancock County, TN",Oct-22,2246,2155,91,4.10000000
CN4706900000000,47,069,"Hardeman County, TN",Oct-22,8634,8245,389,4.50000000
CN4707100000000,47,071,"Hardin County, TN",Oct-22,9680,9279,401,4.10000000
CN4707300000000,47,073,"Hawkins County, TN",Oct-22,22864,21953,911,4.00000000
CN4707500000000,47,075,"Haywood County, TN",Oct-22,7431,7063,368,5.00000000
CN4707700000000,47,077,"Henderson County, TN",Oct-22,11533,11113,420,3.60000000
CN4707900000000,47,079,"Henry County, TN",Oct-22,13959,13448,511,3.70000000
CN4708100000000,47,081,"Hickman County, TN",Oct-22,11764,11431,333,2.80000000
CN4708300000000,47,083,"Houston County, TN",Oct-22,3191,3055,136,4.30000000
CN4708500000000,47,085,"Humphreys County, TN",Oct-22,8525,8221,304,3.60000000
CN4708700000000,47,087,"Jackson County, TN",Oct-22,4724,4541,183,3.90000000
CN4708900000000,47,089,"Jefferson County, TN",Oct-22,24835,23947,888,3.60000000
CN4709100000000,47,091,"Johnson County, TN",Oct-22,7580,7303,277,3.70000000
CN4709300000000,47,093,"Knox County, TN",Oct-22,250904,243737,7167,2.90000000
CN4709500000000,47,095,"Lake County, TN",Oct-22,1577,1500,77,4.90000000
CN4709700000000,47,097,"Lauderdale County, TN",Oct-22,9427,8952,475,5.00000000
CN4709900000000,47,099,"Lawrence County, TN",Oct-22,19073,18400,673,3.50000000
CN4710100000000,47,101,"Lewis County, TN",Oct-22,5636,5434,202,3.60000000
CN4710300000000,47,103,"Lincoln County, TN",Oct-22,15683,15165,518,3.30000000
CN4710500000000,47,105,"Loudon County, TN",Oct-22,24410,23628,782,3.20000000
CN4710700000000,47,107,"McMinn County, TN",Oct-22,20979,20086,893,4.30000000
CN4710900000000,47,109,"McNairy County, TN",Oct-22,8039,7653,386,4.80000000
CN4711100000000,47,111,"Macon County, TN",Oct-22,11698,11351,347,3.00000000
CN4711300000000,47,113,"Madison County, TN",Oct-22,48284,46543,1741,3.60000000
CN4711500000000,47,115,"Marion County, TN",Oct-22,12182,11723,459,3.80000000
CN4711700000000,47,117,"Marshall County, TN",Oct-22,15311,14784,527,3.40000000
CN4711900000000,47,119,"Maury County, TN",Oct-22,52954,51359,1595,3.00000000
CN4712100000000,47,121,"Meigs County, TN",Oct-22,5058,4835,223,4.40000000
CN4712300000000,47,123,"Monroe County, TN",Oct-22,20720,19945,775,3.70000000
CN4712500000000,47,125,"Montgomery County, TN",Oct-22,87257,83961,3296,3.80000000
CN4712700000000,47,127,"Moore County, TN",Oct-22,3612,3518,94,2.60000000
CN4712900000000,47,129,"Morgan County, TN",Oct-22,7849,7545,304,3.90000000
CN4713100000000,47,131,"Obion County, TN",Oct-22,11889,11432,457,3.80000000
CN4713300000000,47,133,"Overton County, TN",Oct-22,9942,9614,328,3.30000000
CN4713500000000,47,135,"Perry County, TN",Oct-22,2736,2596,140,5.10000000
CN4713700000000,47,137,"Pickett County, TN",Oct-22,2080,2001,79,3.80000000
CN4713900000000,47,139,"Polk County, TN",Oct-22,6965,6716,249,3.60000000
CN4714100000000,47,141,"Putnam County, TN",Oct-22,35055,33879,1176,3.40000000
CN4714300000000,47,143,"Rhea County, TN",Oct-22,13762,13162,600,4.40000000
CN4714500000000,47,145,"Roane County, TN",Oct-22,23760,22884,876,3.70000000
CN4714700000000,47,147,"Robertson County, TN",Oct-22,39231,38141,1090,2.80000000
CN4714900000000,47,149,"Rutherford County, TN",Oct-22,195355,190119,5236,2.70000000
CN4715100000000,47,151,"Scott County, TN",Oct-22,7898,7488,410,5.20000000
CN4715300000000,47,153,"Sequatchie County, TN",Oct-22,6134,5886,248,4.00000000
CN4715500000000,47,155,"Sevier County, TN",Oct-22,54638,53139,1499,2.70000000
CN4715700000000,47,157,"Shelby County, TN",Oct-22,440122,418039,22083,5.00000000
CN4715900000000,47,159,"Smith County, TN",Oct-22,9766,9482,284,2.90000000
CN4716100000000,47,161,"Stewart County, TN",Oct-22,5299,5098,201,3.80000000
CN4716300000000,47,163,"Sullivan County, TN",Oct-22,67907,65480,2427,3.60000000
CN4716500000000,47,165,"Sumner County, TN",Oct-22,108847,105830,3017,2.80000000
CN4716700000000,47,167,"Tipton County, TN",Oct-22,27635,26618,1017,3.70000000
CN4716900000000,47,169,"Trousdale County, TN",Oct-22,5721,5559,162,2.80000000
CN4717100000000,47,171,"Unicoi County, TN",Oct-22,7068,6759,309,4.40000000
CN4717300000000,47,173,"Union County, TN",Oct-22,7869,7579,290,3.70000000
CN4717500000000,47,175,"Van Buren County, TN",Oct-22,2003,1918,85,4.20000000
CN4717700000000,47,177,"Warren County, TN",Oct-22,16286,15635,651,4.00000000
CN4717900000000,47,179,"Washington County, TN",Oct-22,61183,59180,2003,3.30000000
CN4718100000000,47,181,"Wayne County, TN",Oct-22,6278,5987,291,4.60000000
CN4718300000000,47,183,"Weakley County, TN",Oct-22,15333,14827,506,3.30000000
CN4718500000000,47,185,"White County, TN",Oct-22,11409,10985,424,3.70000000
CN4718700000000,47,187,"Williamson County, TN",Oct-22,138288,134942,3346,2.40000000
CN4718900000000,47,189,"Wilson County, TN",Oct-22,81945,79778,2167,2.60000000
CN4800100000000,48,001,"Anderson County, TX",Oct-22,23361,22626,735,3.10000000
CN4800300000000,48,003,"Andrews County, TX",Oct-22,8460,8170,290,3.40000000
CN4800500000000,48,005,"Angelina County, TX",Oct-22,35751,34182,1569,4.40000000
CN4800700000000,48,007,"Aransas County, TX",Oct-22,9275,8787,488,5.30000000
CN4800900000000,48,009,"Archer County, TX",Oct-22,3951,3833,118,3.00000000
CN4801100000000,48,011,"Armstrong County, TX",Oct-22,902,880,22,2.40000000
CN4801300000000,48,013,"Atascosa County, TX",Oct-22,22241,21368,873,3.90000000
CN4801500000000,48,015,"Austin County, TX",Oct-22,14124,13603,521,3.70000000
CN4801700000000,48,017,"Bailey County, TX",Oct-22,2201,2108,93,4.20000000
CN4801900000000,48,019,"Bandera County, TX",Oct-22,10515,10134,381,3.60000000
CN4802100000000,48,021,"Bastrop County, TX",Oct-22,47040,45544,1496,3.20000000
CN4802300000000,48,023,"Baylor County, TX",Oct-22,1810,1765,45,2.50000000
CN4802500000000,48,025,"Bee County, TX",Oct-22,8527,7999,528,6.20000000
CN4802700000000,48,027,"Bell County, TX",Oct-22,148597,142239,6358,4.30000000
CN4802900000000,48,029,"Bexar County, TX",Oct-22,971884,937032,34852,3.60000000
CN4803100000000,48,031,"Blanco County, TX",Oct-22,7125,6937,188,2.60000000
CN4803300000000,48,033,"Borden County, TX",Oct-22,699,688,11,1.60000000
CN4803500000000,48,035,"Bosque County, TX",Oct-22,8521,8227,294,3.50000000
CN4803700000000,48,037,"Bowie County, TX",Oct-22,39229,37524,1705,4.30000000
CN4803900000000,48,039,"Brazoria County, TX",Oct-22,185867,177744,8123,4.40000000
CN4804100000000,48,041,"Brazos County, TX",Oct-22,124495,120788,3707,3.00000000
CN4804300000000,48,043,"Brewster County, TX",Oct-22,4024,3895,129,3.20000000
CN4804500000000,48,045,"Briscoe County, TX",Oct-22,544,525,19,3.50000000
CN4804700000000,48,047,"Brooks County, TX",Oct-22,2410,2271,139,5.80000000
CN4804900000000,48,049,"Brown County, TX",Oct-22,14963,14369,594,4.00000000
CN4805100000000,48,051,"Burleson County, TX",Oct-22,8573,8256,317,3.70000000
CN4805300000000,48,053,"Burnet County, TX",Oct-22,24788,24054,734,3.00000000
CN4805500000000,48,055,"Caldwell County, TX",Oct-22,20779,20106,673,3.20000000
CN4805700000000,48,057,"Calhoun County, TX",Oct-22,11951,11558,393,3.30000000
CN4805900000000,48,059,"Callahan County, TX",Oct-22,6119,5910,209,3.40000000
CN4806100000000,48,061,"Cameron County, TX",Oct-22,174043,164379,9664,5.60000000
CN4806300000000,48,063,"Camp County, TX",Oct-22,5270,5046,224,4.30000000
CN4806500000000,48,065,"Carson County, TX",Oct-22,2909,2824,85,2.90000000
CN4806700000000,48,067,"Cass County, TX",Oct-22,12150,11605,545,4.50000000
CN4806900000000,48,069,"Castro County, TX",Oct-22,3190,3090,100,3.10000000
CN4807100000000,48,071,"Chambers County, TX",Oct-22,21191,20103,1088,5.10000000
CN4807300000000,48,073,"Cherokee County, TX",Oct-22,20031,19167,864,4.30000000
CN4807500000000,48,075,"Childress County, TX",Oct-22,2891,2811,80,2.80000000
CN4807700000000,48,077,"Clay County, TX",Oct-22,4781,4606,175,3.70000000
CN4807900000000,48,079,"Cochran County, TX",Oct-22,976,927,49,5.00000000
CN4808100000000,48,081,"Coke County, TX",Oct-22,1327,1282,45,3.40000000
CN4808300000000,48,083,"Coleman County, TX",Oct-22,2871,2745,126,4.40000000
CN4808500000000,48,085,"Collin County, TX",Oct-22,633760,614956,18804,3.00000000
CN4808700000000,48,087,"Collingsworth County, TX",Oct-22,1048,1014,34,3.20000000
CN4808900000000,48,089,"Colorado County, TX",Oct-22,10093,9752,341,3.40000000
CN4809100000000,48,091,"Comal County, TX",Oct-22,81665,78998,2667,3.30000000
CN4809300000000,48,093,"Comanche County, TX",Oct-22,6216,6006,210,3.40000000
CN4809500000000,48,095,"Concho County, TX",Oct-22,1274,1236,38,3.00000000
CN4809700000000,48,097,"Cooke County, TX",Oct-22,19130,18512,618,3.20000000
CN4809900000000,48,099,"Coryell County, TX",Oct-22,24532,23481,1051,4.30000000
CN4810100000000,48,101,"Cottle County, TX",Oct-22,591,568,23,3.90000000
CN4810300000000,48,103,"Crane County, TX",Oct-22,1544,1463,81,5.20000000
CN4810500000000,48,105,"Crockett County, TX",Oct-22,1324,1273,51,3.90000000
CN4810700000000,48,107,"Crosby County, TX",Oct-22,2314,2219,95,4.10000000
CN4810900000000,48,109,"Culberson County, TX",Oct-22,1038,1009,29,2.80000000
CN4811100000000,48,111,"Dallam County, TX",Oct-22,3623,3535,88,2.40000000
CN4811300000000,48,113,"Dallas County, TX",Oct-22,1441353,1389835,51518,3.60000000
CN4811500000000,48,115,"Dawson County, TX",Oct-22,4311,4108,203,4.70000000
CN4811700000000,48,117,"Deaf Smith County, TX",Oct-22,8585,8345,240,2.80000000
CN4811900000000,48,119,"Delta County, TX",Oct-22,2442,2344,98,4.00000000
CN4812100000000,48,121,"Denton County, TX",Oct-22,558963,542100,16863,3.00000000
CN4812300000000,48,123,"DeWitt County, TX",Oct-22,9410,9127,283,3.00000000
CN4812500000000,48,125,"Dickens County, TX",Oct-22,711,679,32,4.50000000
CN4812700000000,48,127,"Dimmit County, TX",Oct-22,5619,5390,229,4.10000000
CN4812900000000,48,129,"Donley County, TX",Oct-22,1485,1436,49,3.30000000
CN4813100000000,48,131,"Duval County, TX",Oct-22,5391,5157,234,4.30000000
CN4813300000000,48,133,"Eastland County, TX",Oct-22,6953,6664,289,4.20000000
CN4813500000000,48,135,"Ector County, TX",Oct-22,81068,77681,3387,4.20000000
CN4813700000000,48,137,"Edwards County, TX",Oct-22,1242,1212,30,2.40000000
CN4813900000000,48,139,"Ellis County, TX",Oct-22,104586,101199,3387,3.20000000
CN4814100000000,48,141,"El Paso County, TX",Oct-22,361777,346156,15621,4.30000000
CN4814300000000,48,143,"Erath County, TX",Oct-22,20917,20237,680,3.30000000
CN4814500000000,48,145,"Falls County, TX",Oct-22,6662,6380,282,4.20000000
CN4814700000000,48,147,"Fannin County, TX",Oct-22,17474,16819,655,3.70000000
CN4814900000000,48,149,"Fayette County, TX",Oct-22,11412,11015,397,3.50000000
CN4815100000000,48,151,"Fisher County, TX",Oct-22,1529,1477,52,3.40000000
CN4815300000000,48,153,"Floyd County, TX",Oct-22,2354,2251,103,4.40000000
CN4815500000000,48,155,"Foard County, TX",Oct-22,599,583,16,2.70000000
CN4815700000000,48,157,"Fort Bend County, TX",Oct-22,422403,406224,16179,3.80000000
CN4815900000000,48,159,"Franklin County, TX",Oct-22,5140,4964,176,3.40000000
CN4816100000000,48,161,"Freestone County, TX",Oct-22,6035,5713,322,5.30000000
CN4816300000000,48,163,"Frio County, TX",Oct-22,9029,8745,284,3.10000000
CN4816500000000,48,165,"Gaines County, TX",Oct-22,9533,9253,280,2.90000000
CN4816700000000,48,167,"Galveston County, TX",Oct-22,170348,163114,7234,4.20000000
CN4816900000000,48,169,"Garza County, TX",Oct-22,1935,1857,78,4.00000000
CN4817100000000,48,171,"Gillespie County, TX",Oct-22,14881,14533,348,2.30000000
CN4817300000000,48,173,"Glasscock County, TX",Oct-22,769,748,21,2.70000000
CN4817500000000,48,175,"Goliad County, TX",Oct-22,3137,2997,140,4.50000000
CN4817700000000,48,177,"Gonzales County, TX",Oct-22,9359,9068,291,3.10000000
CN4817900000000,48,179,"Gray County, TX",Oct-22,7554,7223,331,4.40000000
CN4818100000000,48,181,"Grayson County, TX",Oct-22,67356,65067,2289,3.40000000
CN4818300000000,48,183,"Gregg County, TX",Oct-22,56585,54174,2411,4.30000000
CN4818500000000,48,185,"Grimes County, TX",Oct-22,11038,10517,521,4.70000000
CN4818700000000,48,187,"Guadalupe County, TX",Oct-22,84865,82146,2719,3.20000000
CN4818900000000,48,189,"Hale County, TX",Oct-22,11735,11173,562,4.80000000
CN4819100000000,48,191,"Hall County, TX",Oct-22,1042,1001,41,3.90000000
CN4819300000000,48,193,"Hamilton County, TX",Oct-22,3665,3543,122,3.30000000
CN4819500000000,48,195,"Hansford County, TX",Oct-22,2487,2418,69,2.80000000
CN4819700000000,48,197,"Hardeman County, TX",Oct-22,1653,1595,58,3.50000000
CN4819900000000,48,199,"Hardin County, TX",Oct-22,24848,23580,1268,5.10000000
CN4820100000000,48,201,"Harris County, TX",Oct-22,2360435,2263558,96877,4.10000000
CN4820300000000,48,203,"Harrison County, TX",Oct-22,27965,26694,1271,4.50000000
CN4820500000000,48,205,"Hartley County, TX",Oct-22,2660,2611,49,1.80000000
CN4820700000000,48,207,"Haskell County, TX",Oct-22,2671,2591,80,3.00000000
CN4820900000000,48,209,"Hays County, TX",Oct-22,135673,131738,3935,2.90000000
CN4821100000000,48,211,"Hemphill County, TX",Oct-22,1436,1388,48,3.30000000
